%	"NGRIP, GRIP and GISP2 ?18O and calcium concentration in 50 yrs means on the GICC05modelext timescale"
%
%   Please note that this file has been modified for the SEAMUS tutorial by Bryan Lougheed (duplicate measurements averaged)
%   This file is, therefore, only meant for demonstration purposes for the SEAMUS tutorial and not to be used for research.
%   For the original data, please consult the original excel file by the original authors, which you can download from here: http://www.iceandclimate.nbi.ku.dk/data/
%
%	2	3	4	5	6	7	8	9	10	11	12	13
%Age	NGRIP1 depth	d18O NGRIP1	NGRIP2 depth	d18O NGRIP2	[Ca2+] NGRIP2	GRIP depth	d18O GRIP	[Ca2+] GRIP	GISP2 depth	d18O GISP2	[Ca2+] GISP2	MCE
%(years b2k)	(m)	(?)	(m)	(?)	(ppb)	(m)	(?)	(ppb)	(m)	(?)	(ppb)	(years)
72000	NaN	NaN	2531.02	-38.32	31.22	2554.19	-36.98	32.56	2580.77	-37.25	30.55	NaN
72050	NaN	NaN	2531.79	-38.33	33.59	2554.79	-36.85	35.03	2581.34	-37.39	27.69	NaN
72100	NaN	NaN	2532.58	-37.75	27.98	2555.4	-36.49	31.28	2581.92	-36.4	26.13	NaN
72150	NaN	NaN	2533.38	-37.58	32.36	2556.03	-36.19	26.69	2582.52	-36.73	31.32	NaN
72200	NaN	NaN	2534.19	-38.05	36.77	2556.66	-36.36	27.01	2583.12	-36.09	30.54	NaN
72250	NaN	NaN	2534.93	-37.65	30.36	2557.13	-36.13	25.78	2583.59	-36.36	70.15	NaN
72300	NaN	NaN	2535.56	-38.01	32.92	2557.52	-36.37	47.29	2583.97	-36.45	78.83	NaN
72350	NaN	NaN	2536.07	-41.18	81.66	2557.83	-36.77	57.79	2584.28	-36.8	96.7	NaN
72400	NaN	NaN	2536.58	-43.81	202.41	2558.15	-39.7	183.81	2584.6	-40.3	269	NaN
72450	NaN	NaN	2536.99	-44.33	324.57	2558.4	-41.65	256.4	2584.85	-42.41	628.16	NaN
72500	NaN	NaN	2537.35	-43.76	231.89	2558.62	-42.49	420	2585.07	-42.82	644.14	NaN
72550	NaN	NaN	2537.69	-44.21	278.43	2558.83	-42.18	334.57	2585.28	-42.13	603.71	NaN
72600	NaN	NaN	2538	-44.48	248.17	2559.02	-43.2	359.92	2585.47	-42.77	622.26	NaN
72650	NaN	NaN	2538.33	-44.81	253.77	2559.22	-42.89	443.49	2585.67	-42.69	639.05	NaN
72700	NaN	NaN	2538.64	-45.3	311.18	2559.41	-42.5	345.93	2585.86	-43.46	551.23	NaN
72750	NaN	NaN	2538.95	-44.8	267.43	2559.6	-42.53	367	2586.05	-43.24	522.32	NaN
72800	NaN	NaN	2539.25	-44.99	320.6	2559.79	-43.1	441.36	2586.23	-43.66	445.49	NaN
72850	NaN	NaN	2539.56	-44.59	257.4	2559.98	-43.08	455.81	2586.42	-43.55	434.43	NaN
72900	NaN	NaN	2539.86	-45.31	285.54	2560.16	-42.35	348.66	2586.6	-41.85	434.43	NaN
72950	NaN	NaN	2540.17	-44.14	282.46	2560.35	-42.61	360.5	2586.79	-41.94	951.41	NaN
73000	NaN	NaN	2540.48	-44.29	409.15	2560.54	-42.94	366.28	2586.98	-42.42	522.67	NaN
73050	NaN	NaN	2540.8	-45.46	380.12	2560.74	-42.27	362.13	2587.18	-41.96	517.87	NaN
73100	NaN	NaN	2541.11	-44.92	291.95	2560.93	-42.97	388.33	2587.37	-43.15	627.22	NaN
73150	NaN	NaN	2541.43	-44.4	306.16	2561.12	-43.59	415.25	2587.56	-42.6	535.34	NaN
73200	NaN	NaN	2541.73	-43.74	347.96	2561.31	-42.78	416.5	2587.75	-41.61	380.02	NaN
73250	NaN	NaN	2542.04	-44.98	333.92	2561.5	-42.46	364.05	2587.94	-41.98	365.56	NaN
73300	NaN	NaN	2542.34	-44.94	315.47	2561.68	-42.79	418.7	2588.12	-42.33	384.24	NaN
73350	NaN	NaN	2542.64	-44.33	336.7	2561.87	-41.71	338.63	2588.3	-42.67	369.12	NaN
73400	NaN	NaN	2542.95	-45.72	329.54	2562.06	-42.96	376.79	2588.49	-43.27	360.73	NaN
73450	NaN	NaN	2543.26	-44.73	286.27	2562.25	-42.92	NaN	2588.68	-43.74	370.54	NaN
73500	NaN	NaN	2543.56	-44.77	335.39	2562.43	-44.21	329.92	2588.86	-43.5	370.02	NaN
73550	NaN	NaN	2543.87	-45.11	358.51	2562.62	-42.54	382.05	2589.05	-43.01	357.54	NaN
73600	NaN	NaN	2544.17	-44.62	295.72	2562.81	-43.3	422.05	2589.24	-43.31	336.93	NaN
73650	NaN	NaN	2544.48	-44.27	237.26	2563	-42.26	424.13	2589.43	-43.05	360.92	NaN
73700	NaN	NaN	2544.79	-44.31	280.75	2563.19	-42.29	429.23	2589.62	-42.68	386.19	NaN
73750	NaN	NaN	2545.12	-44.92	318.86	2563.39	-42.5	373.91	2589.82	-43.22	375.5	NaN
73800	NaN	NaN	2545.44	-44.98	374.22	2563.59	-43.98	488.91	2590.01	-43.55	414.78	NaN
73850	NaN	NaN	2545.77	-44.4	359.96	2563.79	-42.52	416.32	2590.22	-44.03	478.2	NaN
73900	NaN	NaN	2546.09	-43.84	396.75	2563.98	-42.83	376.99	2590.41	-42.62	439.66	NaN
73950	NaN	NaN	2546.43	-44.3	328.36	2564.19	-43.32	388.66	2590.62	-42.87	437.84	NaN
74000	NaN	NaN	2546.8	-44.3	368.1	2564.42	-42.91	392.23	2590.85	-43.5	395.38	NaN
74050	NaN	NaN	2547.17	-44.61	298.57	2564.65	-42.42	360.95	2591.07	-42.35	278.51	NaN
74100	NaN	NaN	2547.52	-43.16	188.76	2564.88	-41.35	245.81	2591.32	-42.14	198.14	NaN
74150	NaN	NaN	2547.92	-42.31	93.78	2565.15	-40.54	207.34	2591.61	-40.81	148.07	NaN
74200	NaN	NaN	2548.36	-42.17	111.97	2565.44	-39.94	118.21	2591.9	-40.84	68.62	NaN
74250	NaN	NaN	2548.87	-41.06	73.79	2565.78	-40.13	74.93	2592.24	-39.86	68.08	NaN
74300	NaN	NaN	2549.41	-39.56	49.97	2566.14	-38.44	34.29	2592.6	-38.59	47.95	NaN
74350	NaN	NaN	2549.97	-39.99	47.78	2566.52	-38.5	39.53	2592.97	-39.24	45.24	NaN
74400	NaN	NaN	2550.53	-41.06	60.17	2566.88	-39.39	42.34	2593.31	-39.88	46.73	NaN
74450	NaN	NaN	2551.07	-41.31	66.72	2567.22	-39.28	43.85	2593.64	-39.49	44.44	NaN
74500	NaN	NaN	2551.61	-40.41	49.91	2567.58	-38.71	38.36	2593.98	-39.26	31.53	NaN
74550	NaN	NaN	2552.18	-40.8	38.32	2567.99	-38.93	40.05	2594.34	-38.96	39.61	NaN
74600	NaN	NaN	2552.76	-40.15	40.29	2568.41	-38.88	40.99	2594.72	-39.13	35.37	NaN
74650	NaN	NaN	2553.36	-39.78	53.74	2568.81	-39.14	44.13	2595.1	-39.29	31.75	NaN
74700	NaN	NaN	2553.98	-40.06	42.52	2569.18	-38.95	39.68	2595.5	-39.46	31.89	NaN
74750	NaN	NaN	2554.62	-39.73	36.94	2569.61	-38.49	26.26	2595.94	-38.89	30.83	NaN
74800	NaN	NaN	2555.27	-39.53	40.75	2570.05	-38.33	24.63	2596.38	-38.88	30.51	NaN
74850	NaN	NaN	2555.93	-39.24	38.31	2570.5	-38.65	23.77	2596.83	-38.82	35.81	NaN
74900	NaN	NaN	2556.59	-39.14	34.36	2570.95	-38.7	24.47	2597.28	-38.46	32.2	NaN
74950	NaN	NaN	2557.26	-39.85	36.43	2571.41	-37.64	21.27	2597.74	-38.19	27.78	NaN
75000	NaN	NaN	2557.91	-39.46	32.52	2571.85	-38.19	23.43	2598.19	-38.48	28.36	NaN
75050	NaN	NaN	2558.58	-39.14	41.78	2572.3	-38.52	28.56	2598.64	-38.24	31.15	NaN
75100	NaN	NaN	2559.24	-39.68	21.32	2572.71	-38	33.81	2599.06	-38.18	29.54	NaN
75150	NaN	NaN	2559.92	-39.29	32.33	2573.14	-37.91	31.65	2599.5	-38.54	32.1	NaN
75200	NaN	NaN	2560.59	-39.18	28.5	2573.57	-38.23	29.25	2599.93	-38.5	27.21	NaN
75250	NaN	NaN	2561.27	-39.13	28.54	2574	-38.23	28.3	2600.37	-37.91	25.26	NaN
75300	NaN	NaN	2561.94	-39.33	33.47	2574.42	-38.01	29.96	2600.8	-38.05	27.76	NaN
75350	NaN	NaN	2562.62	-39.05	31.39	2574.85	-37.88	30.17	2601.24	-38.34	21.97	NaN
75400	NaN	NaN	2563.28	-39.8	32.98	2575.3	-37.97	32.54	2601.67	-37.9	31.3	NaN
75450	NaN	NaN	2563.96	-39.2	30.32	2575.78	-38.05	27.86	2602.11	-38.28	27.37	NaN
75500	NaN	NaN	2564.63	-39.2	32.92	2576.26	-37.74	28.28	2602.54	-37.7	27.73	NaN
75550	NaN	NaN	2565.34	-38.86	39.42	2576.73	-37.35	29.35	2603.03	-38.2	28.5	NaN
75600	NaN	NaN	2566.06	-38.97	26.79	2577.18	-36.94	21.84	2603.51	-37.39	23.45	NaN
75650	NaN	NaN	2566.79	-38.44	33.03	2577.64	-37.6	28.09	2603.99	-37.75	30.01	NaN
75700	NaN	NaN	2567.53	-38.61	27.02	2578.1	-37.61	25.84	2604.48	-37.1	25.4	NaN
75750	NaN	NaN	2568.26	-38.82	28.68	2578.56	-37.55	24.02	2604.96	-37.05	26.72	NaN
75800	NaN	NaN	2568.98	-38.74	27.31	2579.01	-37.37	23.18	2605.51	-36.97	24.3	NaN
75850	NaN	NaN	2569.73	-38.39	28.02	2579.48	-37.69	23.35	2605.98	-37.38	25.76	NaN
75900	NaN	NaN	2570.5	-38.14	27.19	2579.96	-37.13	27.4	2606.46	-37.32	30.81	NaN
75950	NaN	NaN	2571.27	-38.2	22.3	2580.44	-37.79	31.87	2606.99	-37.4	26.98	NaN
76000	NaN	NaN	2572.04	-38.4	25.14	2580.93	-37.05	27.21	2607.54	-37.48	27.32	NaN
76050	NaN	NaN	2572.82	-38.15	28.87	2581.44	-37.52	25.77	2608.06	-36.98	24.55	NaN
76100	NaN	NaN	2573.6	-38.05	32.36	2581.95	-36.96	26.17	2608.61	-36.89	29.27	NaN
76150	NaN	NaN	2574.41	-37.94	28.66	2582.48	-36.76	25.88	2609.16	-36.42	28.13	NaN
76200	NaN	NaN	2575.23	-37.82	25.96	2583.02	-36.84	26.5	2609.72	-36.96	24.69	NaN
76250	NaN	NaN	2576.06	-37.28	26.27	2583.57	-37.09	35.55	2610.29	-36.82	26.81	NaN
76300	NaN	NaN	2576.91	-37.56	30.96	2584.13	-37.07	40.24	2610.87	-36.71	27.65	NaN
76350	NaN	NaN	2577.77	-37.3	27.77	2584.69	-35.99	32.12	2611.46	-36.6	30.16	NaN
76400	NaN	NaN	2578.57	-36.72	35.83	2585.14	-36.33	21.53	2611.96	-36.59	27.49	NaN
76450	NaN	NaN	2579.26	-38.31	40.29	2585.52	-37.52	34.59	2612.39	-37.27	40.64	NaN
76500	NaN	NaN	2579.85	-42.03	146.66	2585.84	-40.77	138.36	2612.76	-40.17	148.74	NaN
76550	NaN	NaN	2580.34	-43.27	148.21	2586.12	-41.73	172.95	2613.07	-41.9	179.97	NaN
76600	NaN	NaN	2580.78	-42.48	148.12	2586.36	-41.73	175.16	2613.33	-41.89	185.91	NaN
76650	NaN	NaN	2581.2	-42.35	152.83	2586.59	-41.52	177.56	2613.57	-41.05	165.43	NaN
76700	NaN	NaN	2581.61	-42.28	146.26	2586.82	-41.92	159.98	2613.8	-42.16	193.94	NaN
76750	NaN	NaN	2582.02	-42.4	150.9	2587.05	-41.63	194.42	2614.04	-41.56	198.36	NaN
76800	NaN	NaN	2582.43	-43.42	166.17	2587.27	-41.6	154.09	2614.27	-41.11	180.26	NaN
76850	NaN	NaN	2582.83	-42.95	137.36	2587.49	-41.96	163.21	2614.5	-41.16	149.03	NaN
76900	NaN	NaN	2583.23	-42.38	150.72	2587.72	-41.62	158.31	2614.73	-41.42	163.65	NaN
76950	NaN	NaN	2583.63	-43.06	195.9	2587.94	-41.79	179.97	2614.96	-42.18	176.16	NaN
77000	NaN	NaN	2584.03	-43.29	162.46	2588.16	-43.72	229.34	2615.19	-42.92	197.69	NaN
77050	NaN	NaN	2584.43	-42.2	173.37	2588.38	-42.11	204.61	2615.42	-41.88	228.25	NaN
77100	NaN	NaN	2584.84	-42.29	218.66	2588.61	-42.33	188.99	2615.66	-40.95	188.27	NaN
77150	NaN	NaN	2585.25	-42.88	194.18	2588.83	-42.29	168.44	2615.89	-41.95	241.59	NaN
77200	NaN	NaN	2585.66	-43.11	193.49	2589.06	-41.92	168.81	2616.13	-42.33	316.05	NaN
77250	NaN	NaN	2586.06	-42.83	215.71	2589.28	-42.92	174.77	2616.36	-41.5	270.36	NaN
77300	NaN	NaN	2586.44	-42.32	269.69	2589.49	-42.67	208.72	2616.57	-41.4	290.43	NaN
77350	NaN	NaN	2586.83	-42.85	204.14	2589.71	-41.7	185.24	2616.8	-41.53	230.86	NaN
77400	NaN	NaN	2587.21	-43.48	183.7	2589.92	-41.56	211.33	2617.02	-42.18	284.34	NaN
77450	NaN	NaN	2587.61	-43.19	194.76	2590.14	-42.39	208.58	2617.24	-41.84	247.89	NaN
77500	NaN	NaN	2587.99	-43.26	239.25	2590.35	-42.18	188.14	2617.46	-42.27	319.48	NaN
77550	NaN	NaN	2588.38	-43.01	203.83	2590.57	-42.05	185.65	2617.69	-42.3	242.12	NaN
77600	NaN	NaN	2588.79	-42.15	192.88	2590.79	-41.72	135.88	2617.92	-42.31	239.43	NaN
77650	NaN	NaN	2589.22	-42.79	154.11	2591.03	-41.2	135.61	2618.17	-41.73	154.15	NaN
77700	NaN	NaN	2589.67	-42.58	154.51	2591.28	-41.55	106.45	2618.43	-40.77	117.5	NaN
77750	NaN	NaN	2590.15	-41.89	114.78	2591.55	-39.66	67.75	2618.7	-40.43	73.09	NaN
77800	NaN	NaN	2590.67	-41.34	72.56	2591.83	-40.28	54.69	2619	-40.44	54.15	NaN
77850	NaN	NaN	2591.26	-41.2	64.07	2592.16	-39.3	35.59	2619.34	-38.64	49.86	NaN
77900	NaN	NaN	2591.91	-39.34	44.32	2592.52	-39.16	33.19	2619.71	-39.25	47.56	NaN
77950	NaN	NaN	2592.63	-39.15	39.87	2592.92	-38.54	29.3	2620.12	-38.63	40.09	NaN
78000	NaN	NaN	2593.35	-39.18	36.76	2593.32	-38.37	21.94	2620.54	-38.56	34.1	NaN
78050	NaN	NaN	2594.06	-38.93	36.08	2593.71	-38.08	28.36	2620.95	-38.61	35.92	NaN
78100	NaN	NaN	2594.7	-40.08	36.81	2594.11	-38.87	33.4	2621.36	-38.62	43.23	NaN
78150	NaN	NaN	2595.29	-40.39	38.47	2594.47	-39.93	37.27	2621.74	-39.01	55.24	NaN
78200	NaN	NaN	2595.85	-40.83	48.39	2594.82	-40.01	54.87	2622.1	-39.87	69.09	NaN
78250	NaN	NaN	2596.4	-41.45	62.38	2595.16	-39.76	49.85	2622.45	-40.15	65.64	NaN
78300	NaN	NaN	2596.94	-40.79	50.83	2595.49	-39.82	47.41	2622.79	-39.55	64.08	NaN
78350	NaN	NaN	2597.49	-40.91	46.98	2595.83	-39.78	45.43	2623.15	-39.89	57.48	NaN
78400	NaN	NaN	2598.06	-40.86	52.15	2596.18	-40.04	48.05	2623.51	-39.55	51.76	NaN
78450	NaN	NaN	2598.65	-40.26	41.18	2596.52	-38.83	31.79	2623.89	-39.23	40.62	NaN
78500	NaN	NaN	2599.23	-39.86	37.68	2596.86	-38.89	33.97	2624.26	-39.09	39.41	NaN
78550	NaN	NaN	2599.84	-40.68	40.92	2597.21	-39.22	32.95	2624.64	-39.17	38.89	NaN
78600	NaN	NaN	2600.43	-40.35	46.16	2597.56	-39.28	38.88	2625.02	-39.34	42.3	NaN
78650	NaN	NaN	2601.02	-40.18	34.31	2597.9	-38.91	28.46	2625.39	-38.9	35.97	NaN
78700	NaN	NaN	2601.63	-40.49	37.35	2598.25	-39.04	31.76	2625.78	-38.71	38.6	NaN
78750	NaN	NaN	2602.26	-40.12	34.41	2598.62	-38.77	26.59	2626.18	-39.14	36.33	NaN
78800	NaN	NaN	2602.92	-39.24	30.95	2599	-38.1	21.08	2626.6	-37.84	28.83	NaN
78850	NaN	NaN	2603.62	-39.35	32.33	2599.41	-37.92	21.2	2627.03	-38.24	23.23	NaN
78900	NaN	NaN	2604.32	-38.85	26.32	2599.83	-37.92	18.75	2627.45	-38.24	26.03	NaN
78950	NaN	NaN	2605.05	-39.36	27.47	2600.27	-38.12	20.18	2627.89	-38.3	28.65	NaN
79000	NaN	NaN	2605.76	-38.85	26.2	2600.69	-38.11	19.56	2628.32	-38.15	28.28	NaN
79050	NaN	NaN	2606.47	-38.85	25.97	2601.12	-38.19	22.18	2628.75	-38.23	31.14	NaN
79100	NaN	NaN	2607.18	-39.49	29.15	2601.54	-38.95	22.75	2629.18	-38.48	37.3	NaN
79150	NaN	NaN	2607.9	-39.14	35.99	2601.97	-38.32	26.18	2629.61	-38.39	34.38	NaN
79200	NaN	NaN	2608.6	-38.57	27.49	2602.39	-37.83	21.64	2630.04	-37.61	27.07	NaN
79250	NaN	NaN	2609.27	-38.78	27.56	2602.78	-37.91	25.9	2630.44	-37.38	39.53	NaN
79300	NaN	NaN	2609.87	-40.73	60.3	2603.13	-39.69	38.76	2630.81	-39.13	53.97	NaN
79350	NaN	NaN	2610.45	-40.57	49.79	2603.47	-39.82	42.54	2631.17	-38.93	59.77	NaN
79400	NaN	NaN	2611.01	-40.3	48.18	2603.8	-39.59	44.53	2631.51	-38.85	51.83	NaN
79450	NaN	NaN	2611.59	-40.21	50.91	2604.14	-39.07	33.9	2631.86	-39.16	45.13	NaN
79500	NaN	NaN	2612.16	-39.74	42.99	2604.48	-39.17	27.97	2632.21	-38.84	38.52	NaN
79550	NaN	NaN	2612.74	-40.21	54.64	2604.81	-38.93	28.17	2632.54	-38.41	33.64	NaN
79600	NaN	NaN	2613.33	-40.37	51	2605.14	-39.15	31.09	2632.88	-39.17	41.75	NaN
79650	NaN	NaN	2613.92	-39.28	42.45	2605.48	-39.2	30.19	2633.22	-38.89	45.89	NaN
79700	NaN	NaN	2614.5	-40.89	61.97	2605.81	-39.18	27.85	2633.55	-39.07	47.73	NaN
79750	NaN	NaN	2615.09	-39.66	44.07	2606.15	-38.83	26.39	2633.89	-38.47	37.98	NaN
79800	NaN	NaN	2615.68	-40.08	41.75	2606.48	-38.76	28.07	2634.22	-39.04	36.19	NaN
79850	NaN	NaN	2616.29	-39.87	46.12	2606.83	-38.59	35.75	2634.57	-39.3	51.77	NaN
79900	NaN	NaN	2616.91	-39.22	45.61	2607.18	-38.55	42.28	2634.93	-38.09	37.86	NaN
79950	NaN	NaN	2617.54	-39.52	38.1	2607.54	-38.28	30.64	2635.29	-38.76	36.73	NaN
80000	NaN	NaN	2618.17	-39.84	41.99	2607.91	-38.33	36.02	2635.65	-38.37	33.4	NaN
80050	NaN	NaN	2618.8	-39.28	33.1	2608.32	-38.68	25.81	2636.06	-38.31	31.18	NaN
80100	NaN	NaN	2619.43	-39.67	45.77	2608.7	-38.63	32.22	2636.45	-38.35	33.69	NaN
80150	NaN	NaN	2620.08	-39.11	43.62	2609.08	-38.6	30.44	2636.83	-38.33	37.14	NaN
80200	NaN	NaN	2620.73	-39.3	39.61	2609.45	-38.31	32.79	2637.21	-37.9	35.29	NaN
80250	NaN	NaN	2621.38	-38.95	43.66	2609.82	-38.62	31.97	2637.6	-38.68	37.91	NaN
80300	NaN	NaN	2622.02	-39.76	42	2610.19	-38.95	29.02	2637.97	-38.7	32.29	NaN
80350	NaN	NaN	2622.66	-39.29	35.92	2610.55	-38.24	22.64	2638.35	-37.9	26.28	NaN
80400	NaN	NaN	2623.29	-39.49	37.34	2610.92	-38.29	23.97	2638.72	-38.18	34.2	NaN
80450	NaN	NaN	2623.94	-39.35	35.32	2611.29	-38.81	25.7	2639.1	-38.52	34.76	NaN
80500	NaN	NaN	2624.6	-39.22	32.57	2611.67	-38.32	23.23	2639.49	-38.27	36.2	NaN
80550	NaN	NaN	2625.27	-38.67	30.15	2612.05	-38.14	19.99	2639.89	-37.8	23.59	NaN
80600	NaN	NaN	2625.94	-39.35	37.22	2612.44	-37.76	23.13	2640.29	-37.96	23.64	NaN
80650	NaN	NaN	2626.6	-38.5	28.46	2612.83	-37.67	22.67	2640.7	-38.15	26.91	NaN
80700	NaN	NaN	2627.26	-39.7	35.72	2613.22	-37.83	24.15	2641.12	-38.23	27.29	NaN
80750	NaN	NaN	2627.93	-39.02	36.18	2613.62	-37.71	23.83	2641.54	-37.82	24.14	NaN
80800	NaN	NaN	2628.6	-38.69	34.53	2614.01	-38.14	22.18	2641.97	-38.08	33.67	NaN
80850	NaN	NaN	2629.31	-38.64	34.76	2614.42	-37.9	22.04	2642.4	-38.25	42.71	NaN
80900	NaN	NaN	2630.01	-38.63	29.54	2614.81	-37.69	NaN	2642.81	-37.85	33.25	NaN
80950	NaN	NaN	2630.71	-38.49	32.56	2615.19	-37.69	18.27	2643.22	-37.43	26.5	NaN
81000	NaN	NaN	2631.41	-38.84	34.75	2615.58	-37.97	24.96	2643.65	-37.74	31.57	NaN
81050	NaN	NaN	2632.12	-38.44	31.99	2615.97	-37.82	32.87	2644.08	-37.92	35.78	NaN
81100	NaN	NaN	2632.82	-38.58	35.14	2616.37	-37.36	18.03	2644.48	-37.3	25.67	NaN
81150	NaN	NaN	2633.54	-38.34	33.68	2616.77	-38.08	28.06	2644.9	-38.15	24.58	NaN
81200	NaN	NaN	2634.25	-38.55	31.99	2617.2	-37.76	28.64	2645.31	-37.72	27.69	NaN
81250	NaN	NaN	2634.98	-38.37	28.55	2617.63	-37.62	26.8	2645.73	-37.48	24.83	NaN
81300	NaN	NaN	2635.71	-38.02	28.39	2618.06	-37.43	29.14	2646.14	-36.94	23.66	NaN
81350	NaN	NaN	2636.44	-38.27	28.37	2618.49	-37.12	28.69	2646.56	-37.42	22.12	NaN
81400	NaN	NaN	2637.17	-38.48	29.31	2618.93	-37.29	31.32	2646.98	-37.27	24.51	NaN
81450	NaN	NaN	2637.9	-38.37	30.83	2619.36	-38.09	32.6	2647.4	-37.53	23.3	NaN
81500	NaN	NaN	2638.63	-37.77	29	2619.79	-36.93	29.34	2647.82	-37.05	19.4	NaN
81550	NaN	NaN	2639.37	-38.48	26.09	2620.24	-37.53	27.87	2648.26	-37.44	17.29	NaN
81600	NaN	NaN	2640.12	-37.99	23.96	2620.69	-36.92	36.44	2648.69	-37.2	18.65	NaN
81650	NaN	NaN	2640.88	-37.67	27.76	2621.15	-37.49	NaN	2649.14	-37.21	21.71	NaN
81700	NaN	NaN	2641.65	-37.81	27.71	2621.61	-36.85	24.9	2649.59	-37.05	23.65	NaN
81750	NaN	NaN	2642.42	-37.65	31.25	2622.04	-36.78	19.68	2650.03	-36.78	24.08	NaN
81800	NaN	NaN	2643.21	-37.89	32.6	2622.5	-37.36	27.29	2650.49	-37.05	27.23	NaN
81850	NaN	NaN	2643.99	-37.01	28.99	2622.94	-37.03	24.96	2650.94	-36.51	21.44	NaN
81900	NaN	NaN	2644.76	-37.68	30.45	2623.38	-37.08	18.58	2651.38	-36.79	22.63	NaN
81950	NaN	NaN	2645.51	-38.04	23.97	2623.81	-37.34	17.65	2651.81	-36.64	21.19	NaN
82000	NaN	NaN	2646.24	-38.22	26.9	2624.22	-37.27	24.14	2652.24	-37.14	23.19	NaN
82050	NaN	NaN	2646.97	-38.24	27.8	2624.65	-37.33	25.62	2652.66	-36.86	20.22	NaN
82100	NaN	NaN	2647.71	-38.21	24.74	2625.11	-36.88	25.14	2653.08	-36.5	22.14	NaN
82150	NaN	NaN	2648.47	-37.81	28.78	2625.57	-37.31	NaN	2653.52	-36.97	23.53	NaN
82200	NaN	NaN	2649.22	-37.49	22.58	2625.96	-37.32	25.07	2653.97	-37.07	21.54	NaN
82250	NaN	NaN	2649.96	-37.69	25.96	2626.36	-36.81	26.63	2654.4	-36.9	20.19	NaN
82300	NaN	NaN	2650.67	-38.78	27.43	2626.74	-37.49	21.18	2654.82	-36.69	19.78	NaN
82350	NaN	NaN	2651.39	-38.28	25.35	2627.18	-37.7	21.59	2655.24	-36.91	24.49	NaN
82400	NaN	NaN	2652.1	-37.97	33.35	2627.61	-37.48	24.87	2655.65	-37.53	25.25	NaN
82450	NaN	NaN	2652.83	-38.24	22.78	2628.06	-37.77	22.35	2656.08	-37.35	18.72	NaN
82500	NaN	NaN	2653.57	-37.92	19.15	2628.52	-37.18	26.94	2656.5	-37.06	22.77	NaN
82550	NaN	NaN	2654.3	-37.9	24.79	2628.97	-36.83	27.7	2656.92	-37.15	24.99	NaN
82600	NaN	NaN	2655.04	-37.74	24.51	2629.43	-37.15	23.37	2657.33	-37.23	24.57	NaN
82650	NaN	NaN	2655.78	-38	23.58	2629.89	-36.84	20.05	2657.73	-36.36	21.63	NaN
82700	NaN	NaN	2656.52	-38.28	25.8	2630.35	-37.04	17.3	2658.14	-36.96	24.11	NaN
82750	NaN	NaN	2657.26	-37.56	23.06	2630.81	-37.09	17.89	2658.56	-36.9	22.59	NaN
82800	NaN	NaN	2657.98	-37.61	26.66	2631.24	-36.77	21.69	2658.97	-36.94	23.16	NaN
82850	NaN	NaN	2658.71	-38.61	23.47	2631.69	-37.11	21.81	2659.39	-36.93	19.38	NaN
82900	NaN	NaN	2659.42	-38.25	22.39	2632.12	-37.21	22.95	2659.79	-36.77	21.87	NaN
82950	NaN	NaN	2660.13	-37.9	22.62	2632.55	-37.19	23.98	2660.2	-37.01	22.64	NaN
83000	NaN	NaN	2660.86	-38.35	25.95	2632.98	-37.4	29.26	2660.58	-37.06	23.62	NaN
83050	NaN	NaN	2661.63	-37.37	22.04	2633.44	-36.67	25.47	2660.99	-36.78	16.82	NaN
83100	NaN	NaN	2662.42	-37.02	19.02	2633.91	-36.26	21.6	2661.46	-35.9	12.57	NaN
83150	NaN	NaN	2663.22	-36.94	20.13	2634.37	-36.16	17.3	2661.93	-36.09	13.67	NaN
83200	NaN	NaN	2663.99	-37.29	23	2634.81	-36.65	24.33	2662.37	-36.52	17.67	NaN
83250	NaN	NaN	2664.75	-38.02	23.93	2635.27	-37.07	17	2662.79	-37.06	17.51	NaN
83300	NaN	NaN	2665.48	-37.66	22.95	2635.71	-37.14	19.03	2663.18	-36.93	21.32	NaN
83350	NaN	NaN	2666.22	-37.88	21.27	2636.15	-36.78	21.45	2663.58	-36.88	19.17	NaN
83400	NaN	NaN	2666.95	-37.79	21.89	2636.59	-37.13	21.89	2663.98	-36.65	15.25	NaN
83450	NaN	NaN	2667.68	-37.9	23.9	2637.03	-36.93	23.57	2664.38	-37.16	19.31	NaN
83500	NaN	NaN	2668.42	-38.06	21.1	2637.48	-36.83	23.1	2664.78	-36.91	21.46	NaN
83550	NaN	NaN	2669.18	-37.42	17.72	2637.94	-36.6	18.17	2665.19	-36.55	17.43	NaN
83600	NaN	NaN	2669.96	-36.81	16.13	2638.4	-36.17	17.75	2665.61	-35.87	11.64	NaN
83650	NaN	NaN	2670.76	-37.28	19.06	2638.89	-36.18	17.95	2666.05	-36.3	14.35	NaN
83700	NaN	NaN	2671.54	-37	18.13	2639.36	-36.46	14.22	2666.52	-36.19	12.7	NaN
83750	NaN	NaN	2672.32	-37.03	18.14	2639.83	-35.91	14.5	2667	-36.04	12.24	NaN
83800	NaN	NaN	2673.07	-37.74	23.16	2640.28	-36.29	13.57	2667.46	-36.65	13.92	NaN
83850	NaN	NaN	2673.8	-37.83	21.86	2640.72	-36.81	15.54	2667.91	-37.03	14.28	NaN
83900	NaN	NaN	2674.51	-38.13	22.59	2641.15	-36.71	17.62	2668.35	-36.73	16.79	NaN
